# t x y z qx qy qz qw vx vy vz
0.766667 0.653368 -4.210676 3.676042 -0.121123 0.234346 0.276416 0.924124 2.506837 -6.412658 8.863405
0.770000 0.661709 -4.232046 3.705640 -0.121118 0.234321 0.276692 0.924049 2.497543 -6.408875 8.895360
0.773333 0.670016 -4.253401 3.735344 -0.121111 0.234300 0.276957 0.923975 2.486890 -6.404366 8.927025
0.776667 0.678286 -4.274740 3.765153 -0.121102 0.234281 0.277212 0.923905 2.474989 -6.399187 8.958416
0.780000 0.686514 -4.296061 3.795066 -0.121092 0.234264 0.277458 0.923837 2.461956 -6.393398 8.989551
0.783333 0.694697 -4.317362 3.825083 -0.121080 0.234249 0.277694 0.923771 2.447913 -6.387061 9.020452
0.786667 0.702832 -4.338641 3.855202 -0.121066 0.234237 0.277920 0.923708 2.432984 -6.380241 9.051141
0.790000 0.710916 -4.359896 3.885424 -0.121050 0.234226 0.278136 0.923648 2.417290 -6.373002 9.081641
0.793333 0.718946 -4.381127 3.915746 -0.121033 0.234217 0.278344 0.923590 2.400953 -6.365407 9.111980
0.796667 0.726922 -4.402332 3.946170 -0.121015 0.234210 0.278542 0.923534 2.384085 -6.357517 9.142181
0.800000 0.734840 -4.423510 3.976694 -0.120994 0.234204 0.278730 0.923482 2.366794 -6.349390 9.172271
0.803333 0.742700 -4.444661 4.007318 -0.120972 0.234200 0.278910 0.923431 2.349179 -6.341080 9.202275
0.806667 0.750500 -4.465784 4.038042 -0.120949 0.234197 0.279080 0.923384 2.331329 -6.332635 9.232220
0.810000 0.758242 -4.486878 4.068866 -0.120924 0.234195 0.279242 0.923338 2.313324 -6.324101 9.262128
0.813333 0.765922 -4.507944 4.099790 -0.120897 0.234195 0.279394 0.923296 2.295232 -6.315517 9.292023
0.816667 0.773543 -4.528982 4.130813 -0.120869 0.234195 0.279538 0.923256 2.277113 -6.306917 9.321926
0.820000 0.781103 -4.549990 4.161936 -0.120840 0.234197 0.279674 0.923218 2.259015 -6.298329 9.351856
0.823333 0.788603 -4.570971 4.193159 -0.120809 0.234200 0.279800 0.923183 2.240978 -6.289778 9.381832
0.826667 0.796043 -4.591922 4.224482 -0.120776 0.234203 0.279918 0.923151 2.223031 -6.281282 9.411870
0.830000 0.803424 -4.612846 4.255905 -0.120742 0.234207 0.280028 0.923121 2.205198 -6.272857 9.441981
0.833333 0.810745 -4.633742 4.287428 -0.120707 0.234212 0.280129 0.923094 2.187494 -6.264513 9.472178
0.836667 0.818007 -4.654609 4.319053 -0.120671 0.234218 0.280222 0.923069 2.169928 -6.256256 9.502469
0.840000 0.825211 -4.675450 4.350778 -0.120633 0.234225 0.280307 0.923046 2.152502 -6.248091 9.532859
0.843333 0.832357 -4.696264 4.382605 -0.120594 0.234232 0.280384 0.923026 2.135217 -6.240018 9.563353
0.846667 0.839446 -4.717050 4.414534 -0.120553 0.234240 0.280453 0.923008 2.118069 -6.232034 9.593950
0.850000 0.846478 -4.737811 4.446565 -0.120512 0.234249 0.280514 0.922993 2.101050 -6.224138 9.624650
0.853333 0.853453 -4.758545 4.478699 -0.120469 0.234259 0.280568 0.922980 2.084152 -6.216322 9.655447
0.856667 0.860373 -4.779253 4.510935 -0.120425 0.234269 0.280614 0.922969 2.067366 -6.208580 9.686336
0.860000 0.867236 -4.799935 4.543275 -0.120380 0.234280 0.280652 0.922960 2.050680 -6.200905 9.717309
0.863333 0.874044 -4.820592 4.575717 -0.120334 0.234292 0.280682 0.922954 2.034084 -6.193289 9.748355
0.866667 0.880797 -4.841224 4.608264 -0.120287 0.234305 0.280706 0.922950 2.017569 -6.185722 9.779462
0.870000 0.887495 -4.861831 4.640914 -0.120239 0.234318 0.280722 0.922948 2.001123 -6.178195 9.810618
0.873333 0.894138 -4.882412 4.673668 -0.120190 0.234332 0.280731 0.922948 1.984740 -6.170701 9.841809
0.876667 0.900726 -4.902969 4.706526 -0.120139 0.234346 0.280732 0.922951 1.968409 -6.163230 9.873021
0.880000 0.907260 -4.923500 4.739488 -0.120088 0.234361 0.280727 0.922955 1.952126 -6.155774 9.904239
0.883333 0.913740 -4.944007 4.772554 -0.120036 0.234377 0.280715 0.922961 1.935883 -6.148327 9.935449
0.886667 0.920166 -4.964489 4.805724 -0.119984 0.234393 0.280696 0.922970 1.919676 -6.140880 9.966637
0.890000 0.926538 -4.984946 4.838998 -0.119930 0.234410 0.280670 0.922980 1.903501 -6.133428 9.997790
0.893333 0.932856 -5.005379 4.872376 -0.119876 0.234428 0.280638 0.922993 1.887354 -6.125965 10.028897
0.896667 0.939121 -5.025786 4.905858 -0.119820 0.234446 0.280599 0.923007 1.871233 -6.118487 10.059946
0.900000 0.945331 -5.046169 4.939442 -0.119764 0.234465 0.280554 0.923023 1.855137 -6.110989 10.090929
0.903333 0.951488 -5.066526 4.973130 -0.119707 0.234484 0.280502 0.923042 1.839062 -6.103469 10.121839
0.906667 0.957592 -5.086858 5.006921 -0.119650 0.234504 0.280444 0.923062 1.823009 -6.095924 10.152671
0.910000 0.963642 -5.107165 5.040815 -0.119592 0.234524 0.280380 0.923083 1.806976 -6.088353 10.183422
0.913333 0.969638 -5.127447 5.074810 -0.119533 0.234545 0.280310 0.923107 1.790962 -6.080756 10.214092
0.916667 0.975582 -5.147704 5.108908 -0.119474 0.234567 0.280234 0.923132 1.774966 -6.073132 10.244682
0.920000 0.981472 -5.167935 5.143108 -0.119414 0.234589 0.280153 0.923159 1.758986 -6.065482 10.275196
0.923333 0.987308 -5.188140 5.177410 -0.119353 0.234611 0.280065 0.923188 1.743020 -6.057807 10.305641
0.926667 0.993092 -5.208320 5.211812 -0.119292 0.234634 0.279972 0.923218 1.727068 -6.050110 10.336024
0.930000 0.998822 -5.228474 5.246316 -0.119230 0.234657 0.279873 0.923250 1.711125 -6.042392 10.366355
0.933333 1.004499 -5.248603 5.280921 -0.119168 0.234681 0.279769 0.923284 1.695191 -6.034657 10.396646
0.936667 1.010123 -5.268705 5.315627 -0.119105 0.234705 0.279659 0.923319 1.679262 -6.026908 10.426910
0.940000 1.015694 -5.288782 5.350434 -0.119042 0.234730 0.279544 0.923356 1.663335 -6.019148 10.457161
0.943333 1.021212 -5.308833 5.385342 -0.118978 0.234755 0.279424 0.923394 1.647407 -6.011380 10.487414
0.946667 1.026677 -5.328858 5.420350 -0.118914 0.234780 0.279299 0.923434 1.631474 -6.003609 10.517685
0.950000 1.032089 -5.348857 5.455460 -0.118850 0.234806 0.279169 0.923475 1.615532 -5.995838 10.547988
0.953333 1.037447 -5.368830 5.490670 -0.118785 0.234832 0.279034 0.923517 1.599579 -5.988071 10.578338
0.956667 1.042752 -5.388777 5.525982 -0.118720 0.234859 0.278894 0.923561 1.583611 -5.980310 10.608751
0.960000 1.048005 -5.408699 5.561395 -0.118654 0.234885 0.278749 0.923606 1.567625 -5.972560 10.639239
0.963333 1.053203 -5.428595 5.596910 -0.118589 0.234912 0.278600 0.923653 1.551619 -5.964822 10.669813
0.966667 1.058349 -5.448464 5.632528 -0.118523 0.234940 0.278447 0.923701 1.535589 -5.957099 10.700483
0.970000 1.063440 -5.468309 5.668247 -0.118456 0.234967 0.278289 0.923750 1.519535 -5.949393 10.731256
0.973333 1.068479 -5.488127 5.704069 -0.118390 0.234995 0.278126 0.923800 1.503456 -5.941704 10.762138
0.976667 1.073463 -5.507920 5.739995 -0.118323 0.235023 0.277960 0.923852 1.487350 -5.934034 10.793129
0.980000 1.078394 -5.527687 5.776024 -0.118256 0.235051 0.277789 0.923905 1.471220 -5.926381 10.824230
0.983333 1.083272 -5.547429 5.812157 -0.118189 0.235079 0.277614 0.923958 1.455066 -5.918747 10.855436
0.986667 1.088095 -5.567146 5.848394 -0.118122 0.235108 0.277436 0.924013 1.438890 -5.911128 10.886741
0.990000 1.092864 -5.586837 5.884735 -0.118055 0.235137 0.277254 0.924069 1.422695 -5.903523 10.918134
0.993333 1.097579 -5.606503 5.921181 -0.117988 0.235166 0.277067 0.924126 1.406486 -5.895929 10.949605
0.996667 1.102241 -5.626143 5.957732 -0.117921 0.235195 0.276878 0.924184 1.390265 -5.888344 10.981138
1.000000 1.106848 -5.645758 5.994389 -0.117853 0.235224 0.276684 0.924243 1.374038 -5.880764 11.012718
1.003333 1.111401 -5.665348 6.031151 -0.117786 0.235254 0.276488 0.924303 1.357809 -5.873185 11.044327
1.006667 1.115900 -5.684913 6.068018 -0.117719 0.235284 0.276288 0.924364 1.341585 -5.865604 11.075946
1.010000 1.120345 -5.704452 6.104990 -0.117651 0.235314 0.276084 0.924426 1.325371 -5.858015 11.107556
1.013333 1.124736 -5.723966 6.142068 -0.117584 0.235344 0.275878 0.924488 1.309172 -5.850416 11.139140
1.016667 1.129073 -5.743455 6.179251 -0.117518 0.235374 0.275669 0.924551 1.292993 -5.842803 11.170677
1.020000 1.133356 -5.762918 6.216539 -0.117451 0.235405 0.275456 0.924615 1.276839 -5.835172 11.202153
1.023333 1.137585 -5.782356 6.253932 -0.117384 0.235436 0.275241 0.924680 1.260715 -5.827519 11.233551
1.026667 1.141761 -5.801768 6.291429 -0.117318 0.235468 0.275023 0.924745 1.244624 -5.819843 11.264859
1.030000 1.145883 -5.821155 6.329031 -0.117252 0.235500 0.274802 0.924811 1.228569 -5.812141 11.296065
1.033333 1.149951 -5.840516 6.366736 -0.117187 0.235533 0.274579 0.924877 1.212553 -5.804410 11.327161
1.036667 1.153966 -5.859851 6.404545 -0.117122 0.235566 0.274353 0.924944 1.196577 -5.796651 11.358143
1.040000 1.157928 -5.879160 6.442457 -0.117057 0.235600 0.274125 0.925011 1.180641 -5.788863 11.389009
1.043333 1.161837 -5.898443 6.480472 -0.116993 0.235635 0.273895 0.925079 1.164745 -5.781047 11.419759
1.046667 1.165693 -5.917700 6.518589 -0.116930 0.235670 0.273662 0.925146 1.148887 -5.773202 11.450400
1.050000 1.169497 -5.936931 6.556807 -0.116867 0.235706 0.273428 0.925215 1.133065 -5.765332 11.480938
1.053333 1.173247 -5.956136 6.595128 -0.116804 0.235744 0.273191 0.925283 1.117275 -5.757438 11.511384
1.056667 1.176945 -5.975314 6.633550 -0.116743 0.235781 0.272952 0.925351 1.101513 -5.749524 11.541753
1.060000 1.180591 -5.994466 6.672073 -0.116682 0.235820 0.272712 0.925420 1.085774 -5.741592 11.572060
1.063333 1.184184 -6.013591 6.710697 -0.116622 0.235859 0.272470 0.925489 1.070053 -5.733648 11.602325
1.066667 1.187724 -6.032690 6.749422 -0.116562 0.235899 0.272226 0.925558 1.054343 -5.725695 11.632568
1.070000 1.191213 -6.051763 6.788247 -0.116503 0.235939 0.271981 0.925627 1.038637 -5.717737 11.662812
1.073333 1.194649 -6.070809 6.827174 -0.116445 0.235979 0.271735 0.925697 1.022928 -5.709781 11.693079
1.076667 1.198032 -6.089828 6.866201 -0.116387 0.236019 0.271487 0.925767 1.007209 -5.701831 11.723393
1.080000 1.201363 -6.108821 6.905330 -0.116330 0.236058 0.271238 0.925837 0.991474 -5.693892 11.753777
1.083333 1.204642 -6.127787 6.944560 -0.116273 0.236096 0.270988 0.925908 0.975714 -5.685968 11.784254
1.086667 1.207868 -6.146727 6.983892 -0.116216 0.236132 0.270737 0.925979 0.959924 -5.678065 11.814844
1.090000 1.211041 -6.165641 7.023326 -0.116159 0.236165 0.270485 0.926051 0.944098 -5.670186 11.845567
1.093333 1.214162 -6.184529 7.062863 -0.116103 0.236195 0.270232 0.926125 0.928231 -5.662335 11.876439
1.096667 1.217230 -6.203390 7.102502 -0.116046 0.236220 0.269979 0.926199 0.912318 -5.654514 11.907473
1.100000 1.220244 -6.222225 7.142246 -0.115988 0.236240 0.269725 0.926275 0.896357 -5.646726 11.938677
1.103333 1.223205 -6.241035 7.182094 -0.115930 0.236254 0.269471 0.926353 0.880346 -5.638972 11.970056
1.106667 1.226113 -6.259819 7.222047 -0.115871 0.236260 0.269216 0.926433 0.864285 -5.631252 12.001610
1.110000 1.228967 -6.278577 7.262105 -0.115810 0.236257 0.268962 0.926515 0.848176 -5.623565 12.033335
1.113333 1.231767 -6.297309 7.302269 -0.115748 0.236244 0.268707 0.926600 0.832020 -5.615910 12.065221
1.116667 1.234514 -6.316016 7.342540 -0.115684 0.236221 0.268453 0.926688 0.815824 -5.608282 12.097253
1.120000 1.237206 -6.334698 7.382918 -0.115618 0.236185 0.268198 0.926779 0.799592 -5.600679 12.129413
1.123333 1.239844 -6.353354 7.423403 -0.115550 0.236137 0.267944 0.926873 0.783332 -5.593095 12.161679
1.126667 1.242428 -6.371985 7.463996 -0.115480 0.236075 0.267691 0.926971 0.767053 -5.585525 12.194024
1.130000 1.244958 -6.390591 7.504696 -0.115408 0.235999 0.267438 0.927072 0.750765 -5.577961 12.226421
1.133333 1.247433 -6.409171 7.545505 -0.115333 0.235910 0.267185 0.927177 0.734477 -5.570398 12.258839
1.136667 1.249854 -6.427727 7.586422 -0.115256 0.235806 0.266934 0.927285 0.718199 -5.562828 12.291249
1.140000 1.252221 -6.446257 7.627447 -0.115176 0.235689 0.266683 0.927397 0.701943 -5.555245 12.323620
1.143333 1.254534 -6.464762 7.668579 -0.115095 0.235558 0.266433 0.927512 0.685717 -5.547642 12.355925
1.146667 1.256793 -6.483241 7.709819 -0.115012 0.235416 0.266183 0.927630 0.669530 -5.540013 12.388138
1.150000 1.258998 -6.501695 7.751167 -0.114928 0.235262 0.265935 0.927751 0.653390 -5.532353 12.420236
1.153333 1.261149 -6.520123 7.792621 -0.114842 0.235098 0.265688 0.927874 0.637302 -5.524658 12.452201
1.156667 1.263247 -6.538526 7.834181 -0.114756 0.234925 0.265443 0.927998 0.621271 -5.516925 12.484020
1.160000 1.265291 -6.556903 7.875847 -0.114670 0.234746 0.265198 0.928125 0.605299 -5.509153 12.515684
1.163333 1.267282 -6.575254 7.917619 -0.114584 0.234560 0.264955 0.928252 0.589387 -5.501340 12.547192
1.166667 1.269220 -6.593578 7.959495 -0.114499 0.234370 0.264713 0.928379 0.573533 -5.493488 12.578546
1.170000 1.271106 -6.611877 8.001476 -0.114414 0.234176 0.264472 0.928507 0.557734 -5.485598 12.609755
1.173333 1.272938 -6.630149 8.043560 -0.114331 0.233981 0.264233 0.928635 0.541985 -5.477673 12.640833
1.176667 1.274719 -6.648395 8.085748 -0.114249 0.233784 0.263995 0.928762 0.526280 -5.469718 12.671797
1.180000 1.276447 -6.666614 8.128038 -0.114170 0.233588 0.263759 0.928888 0.510612 -5.461737 12.702671
1.183333 1.278123 -6.684806 8.170432 -0.114092 0.233393 0.263525 0.929013 0.494972 -5.453736 12.733480
1.186667 1.279747 -6.702972 8.212928 -0.114017 0.233200 0.263292 0.929137 0.479352 -5.445720 12.764252
1.190000 1.281319 -6.721111 8.255527 -0.113945 0.233009 0.263062 0.929259 0.463741 -5.437697 12.795018
1.193333 1.282839 -6.739223 8.298228 -0.113875 0.232822 0.262833 0.929379 0.448130 -5.429671 12.825808
1.196667 1.284306 -6.757309 8.341032 -0.113808 0.232638 0.262606 0.929497 0.432510 -5.421650 12.856651
1.200000 1.285722 -6.775368 8.383939 -0.113745 0.232457 0.262381 0.929614 0.416872 -5.413639 12.887578
1.203333 1.287085 -6.793400 8.426950 -0.113684 0.232281 0.262159 0.929728 0.401207 -5.405645 12.918614
1.206667 1.288397 -6.811405 8.470064 -0.113627 0.232109 0.261939 0.929840 0.385507 -5.397672 12.949785
1.210000 1.289655 -6.829384 8.513282 -0.113574 0.231941 0.261721 0.929950 0.369767 -5.389724 12.981109
1.213333 1.290862 -6.847337 8.556605 -0.113523 0.231778 0.261506 0.930057 0.353982 -5.381805 13.012604
1.216667 1.292015 -6.865263 8.600033 -0.113476 0.231619 0.261293 0.930162 0.338148 -5.373918 13.044281
1.220000 1.293116 -6.883163 8.643567 -0.113433 0.231465 0.261083 0.930265 0.322263 -5.366063 13.076146
1.223333 1.294163 -6.901037 8.687208 -0.113393 0.231315 0.260875 0.930365 0.306327 -5.358242 13.108202
1.226667 1.295158 -6.918885 8.730955 -0.113357 0.231170 0.260671 0.930463 0.290341 -5.350453 13.140444
1.230000 1.296099 -6.936707 8.774811 -0.113324 0.231030 0.260470 0.930558 0.274307 -5.342694 13.172863
1.233333 1.296987 -6.954503 8.818775 -0.113295 0.230894 0.260271 0.930651 0.258231 -5.334965 13.205447
1.236667 1.297820 -6.972273 8.862847 -0.113270 0.230763 0.260076 0.930741 0.242118 -5.327260 13.238179
1.240000 1.298601 -6.990018 8.907029 -0.113248 0.230636 0.259884 0.930829 0.225973 -5.319575 13.271038
1.243333 1.299327 -7.007737 8.951321 -0.113230 0.230514 0.259695 0.930914 0.209805 -5.311906 13.303999
1.246667 1.299999 -7.025430 8.995723 -0.113216 0.230397 0.259510 0.930996 0.193622 -5.304248 13.337037
1.250000 1.300618 -7.043099 9.040235 -0.113206 0.230284 0.259329 0.931076 0.177432 -5.296595 13.370125
1.253333 1.301182 -7.060741 9.084857 -0.113200 0.230176 0.259151 0.931153 0.161244 -5.288942 13.403235
1.256667 1.301693 -7.078358 9.129590 -0.113197 0.230073 0.258976 0.931227 0.145065 -5.281283 13.436341
1.260000 1.302149 -7.095950 9.174433 -0.113199 0.229975 0.258806 0.931299 0.128905 -5.273612 13.469415
1.263333 1.302552 -7.113516 9.219386 -0.113205 0.229881 0.258640 0.931367 0.112769 -5.265925 13.502435
1.266667 1.302901 -7.131056 9.264449 -0.113214 0.229793 0.258477 0.931433 0.096665 -5.258219 13.535380
1.270000 1.303197 -7.148570 9.309621 -0.113229 0.229709 0.258319 0.931496 0.080597 -5.250489 13.568233
1.273333 1.303439 -7.166059 9.354903 -0.113247 0.229631 0.258165 0.931555 0.064570 -5.242733 13.600979
1.276667 1.303627 -7.183522 9.400294 -0.113269 0.229558 0.258016 0.931612 0.048584 -5.234949 13.633611
1.280000 1.303763 -7.200959 9.445794 -0.113296 0.229490 0.257871 0.931666 0.032642 -5.227136 13.666125
1.283333 1.303845 -7.218369 9.491402 -0.113328 0.229427 0.257730 0.931716 0.016742 -5.219295 13.698521
1.286667 1.303874 -7.235754 9.537117 -0.113364 0.229370 0.257594 0.931764 0.000883 -5.211427 13.730805
1.290000 1.303851 -7.253112 9.582940 -0.113404 0.229319 0.257463 0.931807 -0.014940 -5.203534 13.762986
1.293333 1.303775 -7.270444 9.628870 -0.113449 0.229273 0.257337 0.931848 -0.030731 -5.195620 13.795079
1.296667 1.303646 -7.287750 9.674907 -0.113499 0.229233 0.257216 0.931885 -0.046495 -5.187686 13.827099
1.300000 1.303465 -7.305029 9.721051 -0.113554 0.229198 0.257099 0.931919 -0.062240 -5.179739 13.859067
1.303333 1.303231 -7.322281 9.767301 -0.113613 0.229170 0.256988 0.931950 -0.077972 -5.171782 13.891002
1.306667 1.302945 -7.339507 9.813658 -0.113677 0.229148 0.256882 0.931976 -0.093699 -5.163819 13.922928
1.310000 1.302606 -7.356707 9.860121 -0.113746 0.229132 0.256782 0.932000 -0.109428 -5.155857 13.954865
1.313333 1.302215 -7.373879 9.906690 -0.113820 0.229122 0.256687 0.932019 -0.125165 -5.147898 13.986834
1.316667 1.301772 -7.391026 9.953366 -0.113899 0.229118 0.256597 0.932035 -0.140918 -5.139947 14.018854
1.320000 1.301276 -7.408146 10.000149 -0.113983 0.229121 0.256513 0.932048 -0.156692 -5.132008 14.050941
1.323333 1.300727 -7.425239 10.047039 -0.114072 0.229129 0.256434 0.932056 -0.172491 -5.124083 14.083107
1.326667 1.300126 -7.442306 10.094037 -0.114166 0.229145 0.256361 0.932061 -0.188318 -5.116176 14.115362
1.330000 1.299472 -7.459347 10.141142 -0.114265 0.229166 0.256293 0.932062 -0.204176 -5.108286 14.147711
1.333333 1.298765 -7.476362 10.188355 -0.114369 0.229194 0.256231 0.932060 -0.220065 -5.100416 14.180156
1.336667 1.298005 -7.493350 10.235676 -0.114478 0.229229 0.256175 0.932053 -0.235985 -5.092565 14.212694
1.340000 1.297191 -7.510312 10.283106 -0.114592 0.229270 0.256124 0.932043 -0.251935 -5.084731 14.245319
1.343333 1.296325 -7.527248 10.330645 -0.114712 0.229317 0.256079 0.932029 -0.267911 -5.076915 14.278021
1.346667 1.295405 -7.544158 10.378293 -0.114836 0.229371 0.256040 0.932011 -0.283911 -5.069112 14.310790
1.350000 1.294432 -7.561042 10.426051 -0.114965 0.229431 0.256007 0.931990 -0.299931 -5.061322 14.343610
1.353333 1.293406 -7.577900 10.473917 -0.115098 0.229498 0.255979 0.931964 -0.315967 -5.053541 14.376467
1.356667 1.292326 -7.594733 10.521894 -0.115237 0.229572 0.255956 0.931935 -0.332013 -5.045766 14.409345
1.360000 1.291192 -7.611539 10.569980 -0.115381 0.229652 0.255940 0.931903 -0.348065 -5.037995 14.442227
1.363333 1.290005 -7.628319 10.618175 -0.115529 0.229738 0.255928 0.931866 -0.364121 -5.030225 14.475100
1.366667 1.288765 -7.645074 10.666480 -0.115682 0.229831 0.255922 0.931826 -0.380175 -5.022453 14.507951
1.370000 1.287471 -7.661802 10.714895 -0.115839 0.229930 0.255922 0.931782 -0.396226 -5.014679 14.540770
1.373333 1.286123 -7.678505 10.763419 -0.116001 0.230036 0.255927 0.931734 -0.412272 -5.006900 14.573549
1.376667 1.284722 -7.695182 10.812052 -0.116168 0.230149 0.255937 0.931683 -0.428313 -4.999116 14.606284
1.380000 1.283268 -7.711832 10.860794 -0.116338 0.230268 0.255952 0.931628 -0.444350 -4.991327 14.638974
1.383333 1.281760 -7.728457 10.909645 -0.116514 0.230394 0.255972 0.931569 -0.460384 -4.983534 14.671624
1.386667 1.280199 -7.745056 10.958605 -0.116693 0.230526 0.255997 0.931507 -0.476418 -4.975739 14.704238
1.390000 1.278584 -7.761629 11.007673 -0.116877 0.230664 0.256028 0.931442 -0.492456 -4.967944 14.736826
1.393333 1.276916 -7.778176 11.056850 -0.117065 0.230810 0.256063 0.931372 -0.508502 -4.960151 14.769400
1.396667 1.275194 -7.794696 11.106136 -0.117256 0.230961 0.256103 0.931300 -0.524563 -4.952363 14.801972
1.400000 1.273419 -7.811191 11.155530 -0.117452 0.231119 0.256148 0.931224 -0.540642 -4.944584 14.834556
1.403333 1.271590 -7.827660 11.205033 -0.117651 0.231283 0.256197 0.931144 -0.556745 -4.936816 14.867167
1.406667 1.269707 -7.844103 11.254645 -0.117854 0.231452 0.256251 0.931062 -0.572877 -4.929062 14.899816
1.410000 1.267770 -7.860521 11.304365 -0.118060 0.231627 0.256309 0.930976 -0.589042 -4.921325 14.932516
1.413333 1.265780 -7.876912 11.354195 -0.118270 0.231807 0.256372 0.930887 -0.605244 -4.913608 14.965275
1.416667 1.263735 -7.893278 11.404134 -0.118483 0.231991 0.256440 0.930796 -0.621484 -4.905910 14.998098
1.420000 1.261637 -7.909618 11.454182 -0.118698 0.232178 0.256511 0.930702 -0.637765 -4.898235 15.030990
1.423333 1.259483 -7.925933 11.504340 -0.118916 0.232369 0.256587 0.930606 -0.654085 -4.890581 15.063948
1.426667 1.257276 -7.942222 11.554609 -0.119136 0.232560 0.256667 0.930508 -0.670444 -4.882949 15.096969
1.430000 1.255014 -7.958486 11.604987 -0.119358 0.232753 0.256751 0.930408 -0.686840 -4.875337 15.130045
1.433333 1.252697 -7.974725 11.655476 -0.119581 0.232945 0.256839 0.930307 -0.703270 -4.867744 15.163167
1.436667 1.250325 -7.990938 11.706075 -0.119806 0.233134 0.256931 0.930205 -0.719730 -4.860168 15.196322
1.440000 1.247899 -8.007126 11.756785 -0.120031 0.233321 0.257027 0.930103 -0.736216 -4.852607 15.229498
1.443333 1.245417 -8.023288 11.807605 -0.120256 0.233501 0.257127 0.930001 -0.752725 -4.845058 15.262681
1.446667 1.242880 -8.039426 11.858536 -0.120481 0.233675 0.257231 0.929899 -0.769250 -4.837519 15.295858
1.450000 1.240289 -8.055539 11.909577 -0.120705 0.233841 0.257338 0.929799 -0.785789 -4.829987 15.329016
1.453333 1.237642 -8.071626 11.960729 -0.120928 0.233997 0.257449 0.929700 -0.802337 -4.822460 15.362144
